"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1980","6.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1979","5.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1978","5.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1977","5.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1976","4.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Botswana","BWA","1975","4.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2016","25.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2015","24.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2014","24.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2013","23.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2012","23.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2011","22.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2010","22.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2009","22.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2008","21.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2007","21.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2006","20.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2005","20.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2004","19.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2003","19.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2002","18.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2001","18.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","2000","17.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1999","17.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1998","16.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1997","16.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1996","15.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1995","15.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1994","14.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1993","14.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1992","14.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1991","13.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1990","13.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1989","12.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1988","12.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1987","11.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1986","11.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1985","11.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1984","10.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1983","10.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1982","9.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1981","9.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1980","9.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1979","8.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1978","8.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1977","8.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1976","7.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brazil","BRA","1975","7.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2016","15.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2015","15.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2014","14.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2013","14.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2012","13.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2011","13.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2010","13.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2009","12.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2008","12.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2007","11.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2006","11.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2005","10.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2004","10.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2003","10.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2002","9.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2001","9.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","2000","9.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1999","8.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1998","8.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1997","8.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1996","7.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1995","7.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1994","7.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1993","7.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1992","6.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1991","6.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1990","6.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1989","5.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1988","5.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1987","5.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1986","5.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1985","5.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1984","4.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1983","4.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1982","4.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1981","4.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1980","4.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1979","4.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1978","4.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1977","4.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1976","4.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Brunei Darussalam","BRN","1975","3.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2016","24.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2015","24.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2014","23.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2013","23.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2012","23.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2011","22.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2010","22.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2009","22.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2008","21.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2007","21.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2006","21.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2005","21.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2004","20.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2003","20.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2002","20.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2001","20.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","2000","19.800","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1999","19.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1998","19.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1997","19.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1996","19.000","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1995","18.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1994","18.500","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1993","18.300","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1992","18.100","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1991","17.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1990","17.600","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1989","17.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1988","17.200","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1987","16.900","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1986","16.700","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1985","16.400","female"
"Prevalence of obesity, female (% of female population ages 18+)","SH.STA.OB18.FE.ZS","Bulgaria","BGR","1984","16.100","female"
